R_lo,R_hi,C_lo,C_hi,count
10.0,10.5,28.0,28.5,2
10.0,10.5,28.5,29.0,6
10.0,10.5,29.0,29.5,1
10.0,10.5,30.0,30.5,5
10.0,10.5,30.5,31.0,1
10.0,10.5,32.0,32.5,4
10.0,10.5,33.5,34.0,2
10.0,10.5,34.0,34.5,1
10.0,10.5,34.5,35.0,2
10.0,10.5,35.5,36.0,2
10.0,10.5,36.0,36.5,2
10.5,11.0,4.5,5.0,1
10.5,11.0,5.0,5.5,2
10.5,11.0,5.5,6.0,1
10.5,11.0,6.0,6.5,3
10.5,11.0,6.5,7.0,6
10.5,11.0,7.0,7.5,7
10.5,11.0,7.5,8.0,6
10.5,11.0,8.0,8.5,30
10.5,11.0,8.5,9.0,31
10.5,11.0,9.0,9.5,45
10.5,11.0,9.5,10.0,67
10.5,11.0,10.0,10.5,95
10.5,11.0,10.5,11.0,133
10.5,11.0,11.0,11.5,115
10.5,11.0,11.5,12.0,79
10.5,11.0,12.0,12.5,134
10.5,11.0,12.5,13.0,84
10.5,11.0,13.0,13.5,76
10.5,11.0,13.5,14.0,74
10.5,11.0,14.0,14.5,66
10.5,11.0,14.5,15.0,46
10.5,11.0,15.0,15.5,64
10.5,11.0,15.5,16.0,26
10.5,11.0,16.0,16.5,45
10.5,11.0,16.5,17.0,44
10.5,11.0,17.0,17.5,31
10.5,11.0,17.5,18.0,21
10.5,11.0,18.0,18.5,35
10.5,11.0,18.5,19.0,23
10.5,11.0,19.0,19.5,20
10.5,11.0,19.5,20.0,12
10.5,11.0,20.0,20.5,25
10.5,11.0,20.5,21.0,9
10.5,11.0,21.0,21.5,18
10.5,11.0,21.5,22.0,23
10.5,11.0,22.0,22.5,16
10.5,11.0,22.5,23.0,7
10.5,11.0,23.0,23.5,1
10.5,11.0,23.5,24.0,10
10.5,11.0,24.0,24.5,20
10.5,11.0,25.0,25.5,3
10.5,11.0,25.5,26.0,2
10.5,11.0,26.0,26.5,3
10.5,11.0,26.5,27.0,2
10.5,11.0,27.0,27.5,5
10.5,11.0,28.0,28.5,1
10.5,11.0,28.5,29.0,2
10.5,11.0,29.5,30.0,5
10.5,11.0,30.0,30.5,1
10.5,11.0,30.5,31.0,3
10.5,11.0,31.5,32.0,1
10.5,11.0,33.5,34.0,2
11.0,11.5,4.0,4.5,1
11.0,11.5,4.5,5.0,1
11.0,11.5,6.0,6.5,1
11.0,11.5,6.5,7.0,2
11.0,11.5,7.0,7.5,3
11.0,11.5,7.5,8.0,6
11.0,11.5,8.0,8.5,19
11.0,11.5,8.5,9.0,23
11.0,11.5,9.0,9.5,36
11.0,11.5,9.5,10.0,53
11.0,11.5,10.0,10.5,118
11.0,11.5,10.5,11.0,119
11.0,11.5,11.0,11.5,124
11.0,11.5,11.5,12.0,89
11.0,11.5,12.0,12.5,156
11.0,11.5,12.5,13.0,114
11.0,11.5,13.0,13.5,100
11.0,11.5,13.5,14.0,82
11.0,11.5,14.0,14.5,89
11.0,11.5,14.5,15.0,73
11.0,11.5,15.0,15.5,70
11.0,11.5,15.5,16.0,30
11.0,11.5,16.0,16.5,69
11.0,11.5,16.5,17.0,56
11.0,11.5,17.0,17.5,53
11.0,11.5,17.5,18.0,32
11.0,11.5,18.0,18.5,35
11.0,11.5,18.5,19.0,25
11.0,11.5,19.0,19.5,25
11.0,11.5,19.5,20.0,23
11.0,11.5,20.0,20.5,19
11.0,11.5,20.5,21.0,17
11.0,11.5,21.0,21.5,15
11.0,11.5,21.5,22.0,18
11.0,11.5,22.0,22.5,8
11.0,11.5,22.5,23.0,14
11.0,11.5,23.0,23.5,2
11.0,11.5,23.5,24.0,15
11.0,11.5,24.0,24.5,16
11.0,11.5,25.0,25.5,2
11.0,11.5,25.5,26.0,2
11.0,11.5,26.0,26.5,1
11.0,11.5,26.5,27.0,6
11.0,11.5,27.0,27.5,4
11.0,11.5,27.5,28.0,2
11.0,11.5,28.0,28.5,1
11.0,11.5,28.5,29.0,4
11.0,11.5,29.5,30.0,1
11.0,11.5,30.0,30.5,1
11.0,11.5,30.5,31.0,2
11.0,11.5,31.5,32.0,1
11.0,11.5,32.0,32.5,1
11.0,11.5,33.5,34.0,1
11.0,11.5,34.5,35.0,1
11.0,11.5,36.0,36.5,1
11.5,12.0,6.0,6.5,1
11.5,12.0,7.0,7.5,1
11.5,12.0,8.0,8.5,4
11.5,12.0,8.5,9.0,5
11.5,12.0,9.0,9.5,18
11.5,12.0,9.5,10.0,20
11.5,12.0,10.0,10.5,50
11.5,12.0,10.5,11.0,76
11.5,12.0,11.0,11.5,96
11.5,12.0,11.5,12.0,83
11.5,12.0,12.0,12.5,145
11.5,12.0,12.5,13.0,111
11.5,12.0,13.0,13.5,73
11.5,12.0,13.5,14.0,72
11.5,12.0,14.0,14.5,52
11.5,12.0,14.5,15.0,57
11.5,12.0,15.0,15.5,47
11.5,12.0,15.5,16.0,31
11.5,12.0,16.0,16.5,42
11.5,12.0,16.5,17.0,32
11.5,12.0,17.0,17.5,31
11.5,12.0,17.5,18.0,25
11.5,12.0,18.0,18.5,14
11.5,12.0,18.5,19.0,11
11.5,12.0,19.0,19.5,25
11.5,12.0,19.5,20.0,13
11.5,12.0,20.0,20.5,11
11.5,12.0,20.5,21.0,11
11.5,12.0,21.0,21.5,5
11.5,12.0,21.5,22.0,8
11.5,12.0,22.0,22.5,3
11.5,12.0,22.5,23.0,3
11.5,12.0,23.0,23.5,2
11.5,12.0,23.5,24.0,5
11.5,12.0,24.0,24.5,11
11.5,12.0,25.0,25.5,3
11.5,12.0,26.0,26.5,2
11.5,12.0,26.5,27.0,3
11.5,12.0,27.0,27.5,1
11.5,12.0,28.0,28.5,1
11.5,12.0,28.5,29.0,2
11.5,12.0,29.5,30.0,1
11.5,12.0,32.0,32.5,2
11.5,12.0,33.0,33.5,1
12.0,12.5,2.5,3.0,2
12.0,12.5,4.0,4.5,2
12.0,12.5,4.5,5.0,1
12.0,12.5,5.5,6.0,2
12.0,12.5,6.0,6.5,2
12.0,12.5,6.5,7.0,1
12.0,12.5,7.0,7.5,2
12.0,12.5,8.0,8.5,14
12.0,12.5,8.5,9.0,11
12.0,12.5,9.0,9.5,21
12.0,12.5,9.5,10.0,33
12.0,12.5,10.0,10.5,67
12.0,12.5,10.5,11.0,69
12.0,12.5,11.0,11.5,105
12.0,12.5,11.5,12.0,111
12.0,12.5,12.0,12.5,189
12.0,12.5,12.5,13.0,165
12.0,12.5,13.0,13.5,163
12.0,12.5,13.5,14.0,154
12.0,12.5,14.0,14.5,112
12.0,12.5,14.5,15.0,87
12.0,12.5,15.0,15.5,85
12.0,12.5,15.5,16.0,56
12.0,12.5,16.0,16.5,72
12.0,12.5,16.5,17.0,57
12.0,12.5,17.0,17.5,57
12.0,12.5,17.5,18.0,35
12.0,12.5,18.0,18.5,44
12.0,12.5,18.5,19.0,35
12.0,12.5,19.0,19.5,42
12.0,12.5,19.5,20.0,29
12.0,12.5,20.0,20.5,22
12.0,12.5,20.5,21.0,22
12.0,12.5,21.0,21.5,18
12.0,12.5,21.5,22.0,11
12.0,12.5,22.0,22.5,10
12.0,12.5,22.5,23.0,3
12.0,12.5,23.0,23.5,3
12.0,12.5,23.5,24.0,11
12.0,12.5,24.0,24.5,27
12.0,12.5,25.0,25.5,3
12.0,12.5,25.5,26.0,2
12.0,12.5,26.0,26.5,3
12.0,12.5,26.5,27.0,3
12.0,12.5,27.0,27.5,3
12.0,12.5,27.5,28.0,2
12.0,12.5,28.5,29.0,3
12.0,12.5,29.0,29.5,2
12.0,12.5,29.5,30.0,1
12.0,12.5,30.0,30.5,2
12.0,12.5,30.5,31.0,3
12.0,12.5,32.0,32.5,1
12.0,12.5,33.5,34.0,2
12.5,13.0,4.5,5.0,1
12.5,13.0,6.5,7.0,2
12.5,13.0,7.0,7.5,2
12.5,13.0,8.0,8.5,6
12.5,13.0,8.5,9.0,10
12.5,13.0,9.0,9.5,11
12.5,13.0,9.5,10.0,21
12.5,13.0,10.0,10.5,33
12.5,13.0,10.5,11.0,58
12.5,13.0,11.0,11.5,72
12.5,13.0,11.5,12.0,70
12.5,13.0,12.0,12.5,130
12.5,13.0,12.5,13.0,139
12.5,13.0,13.0,13.5,126
12.5,13.0,13.5,14.0,113
12.5,13.0,14.0,14.5,120
12.5,13.0,14.5,15.0,86
12.5,13.0,15.0,15.5,94
12.5,13.0,15.5,16.0,57
12.5,13.0,16.0,16.5,91
12.5,13.0,16.5,17.0,61
12.5,13.0,17.0,17.5,47
12.5,13.0,17.5,18.0,37
12.5,13.0,18.0,18.5,40
12.5,13.0,18.5,19.0,30
12.5,13.0,19.0,19.5,28
12.5,13.0,19.5,20.0,21
12.5,13.0,20.0,20.5,15
12.5,13.0,20.5,21.0,11
12.5,13.0,21.0,21.5,16
12.5,13.0,21.5,22.0,11
12.5,13.0,22.0,22.5,9
12.5,13.0,22.5,23.0,11
12.5,13.0,23.0,23.5,2
12.5,13.0,23.5,24.0,11
12.5,13.0,24.0,24.5,19
12.5,13.0,24.5,25.0,1
12.5,13.0,25.0,25.5,5
12.5,13.0,25.5,26.0,4
12.5,13.0,26.0,26.5,7
12.5,13.0,26.5,27.0,2
12.5,13.0,27.0,27.5,4
12.5,13.0,27.5,28.0,1
12.5,13.0,28.0,28.5,4
12.5,13.0,28.5,29.0,1
12.5,13.0,29.5,30.0,3
12.5,13.0,30.0,30.5,2
12.5,13.0,30.5,31.0,1
12.5,13.0,31.0,31.5,2
12.5,13.0,32.0,32.5,1
12.5,13.0,32.5,33.0,1
12.5,13.0,33.5,34.0,1
12.5,13.0,39.5,40.0,1
13.0,13.5,4.0,4.5,1
13.0,13.5,5.0,5.5,1
13.0,13.5,6.5,7.0,1
13.0,13.5,7.5,8.0,2
13.0,13.5,8.0,8.5,7
13.0,13.5,8.5,9.0,5
13.0,13.5,9.0,9.5,6
13.0,13.5,9.5,10.0,6
13.0,13.5,10.0,10.5,11
13.0,13.5,10.5,11.0,21
13.0,13.5,11.0,11.5,50
13.0,13.5,11.5,12.0,47
13.0,13.5,12.0,12.5,104
13.0,13.5,12.5,13.0,129
13.0,13.5,13.0,13.5,131
13.0,13.5,13.5,14.0,134
13.0,13.5,14.0,14.5,136
13.0,13.5,14.5,15.0,110
13.0,13.5,15.0,15.5,103
13.0,13.5,15.5,16.0,60
13.0,13.5,16.0,16.5,88
13.0,13.5,16.5,17.0,61
13.0,13.5,17.0,17.5,55
13.0,13.5,17.5,18.0,48
13.0,13.5,18.0,18.5,40
13.0,13.5,18.5,19.0,34
13.0,13.5,19.0,19.5,24
13.0,13.5,19.5,20.0,31
13.0,13.5,20.0,20.5,13
13.0,13.5,20.5,21.0,18
13.0,13.5,21.0,21.5,14
13.0,13.5,21.5,22.0,17
13.0,13.5,22.0,22.5,16
13.0,13.5,22.5,23.0,6
13.0,13.5,23.0,23.5,4
13.0,13.5,23.5,24.0,16
13.0,13.5,24.0,24.5,19
13.0,13.5,24.5,25.0,2
13.0,13.5,25.0,25.5,5
13.0,13.5,25.5,26.0,6
13.0,13.5,26.0,26.5,2
13.0,13.5,26.5,27.0,5
13.0,13.5,27.0,27.5,1
13.0,13.5,27.5,28.0,2
13.0,13.5,28.0,28.5,1
13.0,13.5,28.5,29.0,5
13.0,13.5,29.0,29.5,4
13.0,13.5,29.5,30.0,3
13.0,13.5,30.0,30.5,2
13.0,13.5,30.5,31.0,2
13.0,13.5,31.0,31.5,2
13.0,13.5,32.0,32.5,2
13.0,13.5,32.5,33.0,1
13.0,13.5,36.0,36.5,1
13.0,13.5,38.0,38.5,1
13.5,14.0,4.0,4.5,1
13.5,14.0,7.0,7.5,1
13.5,14.0,7.5,8.0,1
13.5,14.0,8.0,8.5,1
13.5,14.0,8.5,9.0,4
13.5,14.0,9.0,9.5,5
13.5,14.0,9.5,10.0,6
13.5,14.0,10.0,10.5,11
13.5,14.0,10.5,11.0,18
13.5,14.0,11.0,11.5,34
13.5,14.0,11.5,12.0,30
13.5,14.0,12.0,12.5,62
13.5,14.0,12.5,13.0,87
13.5,14.0,13.0,13.5,120
13.5,14.0,13.5,14.0,117
13.5,14.0,14.0,14.5,122
13.5,14.0,14.5,15.0,121
13.5,14.0,15.0,15.5,101
13.5,14.0,15.5,16.0,68
13.5,14.0,16.0,16.5,81
13.5,14.0,16.5,17.0,59
13.5,14.0,17.0,17.5,46
13.5,14.0,17.5,18.0,49
13.5,14.0,18.0,18.5,44
13.5,14.0,18.5,19.0,32
13.5,14.0,19.0,19.5,31
13.5,14.0,19.5,20.0,20
13.5,14.0,20.0,20.5,30
13.5,14.0,20.5,21.0,25
13.5,14.0,21.0,21.5,7
13.5,14.0,21.5,22.0,10
13.5,14.0,22.0,22.5,9
13.5,14.0,22.5,23.0,9
13.5,14.0,23.0,23.5,7
13.5,14.0,23.5,24.0,11
13.5,14.0,24.0,24.5,15
13.5,14.0,25.0,25.5,3
13.5,14.0,25.5,26.0,1
13.5,14.0,26.0,26.5,7
13.5,14.0,26.5,27.0,1
13.5,14.0,27.0,27.5,3
13.5,14.0,27.5,28.0,1
13.5,14.0,28.0,28.5,4
13.5,14.0,28.5,29.0,3
13.5,14.0,31.0,31.5,1
13.5,14.0,31.5,32.0,1
13.5,14.0,35.5,36.0,2
14.0,14.5,8.0,8.5,1
14.0,14.5,8.5,9.0,2
14.0,14.5,9.0,9.5,6
14.0,14.5,9.5,10.0,2
14.0,14.5,10.0,10.5,10
14.0,14.5,10.5,11.0,11
14.0,14.5,11.0,11.5,20
14.0,14.5,11.5,12.0,21
14.0,14.5,12.0,12.5,58
14.0,14.5,12.5,13.0,63
14.0,14.5,13.0,13.5,114
14.0,14.5,13.5,14.0,143
14.0,14.5,14.0,14.5,128
14.0,14.5,14.5,15.0,119
14.0,14.5,15.0,15.5,128
14.0,14.5,15.5,16.0,75
14.0,14.5,16.0,16.5,80
14.0,14.5,16.5,17.0,73
14.0,14.5,17.0,17.5,72
14.0,14.5,17.5,18.0,53
14.0,14.5,18.0,18.5,59
14.0,14.5,18.5,19.0,29
14.0,14.5,19.0,19.5,56
14.0,14.5,19.5,20.0,29
14.0,14.5,20.0,20.5,43
14.0,14.5,20.5,21.0,31
14.0,14.5,21.0,21.5,25
14.0,14.5,21.5,22.0,17
14.0,14.5,22.0,22.5,23
14.0,14.5,22.5,23.0,7
14.0,14.5,23.0,23.5,8
14.0,14.5,23.5,24.0,12
14.0,14.5,24.0,24.5,14
14.0,14.5,25.0,25.5,1
14.0,14.5,25.5,26.0,4
14.0,14.5,26.0,26.5,3
14.0,14.5,26.5,27.0,4
14.0,14.5,27.0,27.5,6
14.0,14.5,28.0,28.5,5
14.0,14.5,28.5,29.0,3
14.0,14.5,29.0,29.5,1
14.0,14.5,29.5,30.0,2
14.0,14.5,30.0,30.5,1
14.0,14.5,32.0,32.5,2
14.0,14.5,33.5,34.0,1
14.0,14.5,34.0,34.5,1
14.5,15.0,8.5,9.0,1
14.5,15.0,9.5,10.0,3
14.5,15.0,10.0,10.5,3
14.5,15.0,10.5,11.0,8
14.5,15.0,11.0,11.5,13
14.5,15.0,11.5,12.0,10
14.5,15.0,12.0,12.5,31
14.5,15.0,12.5,13.0,60
14.5,15.0,13.0,13.5,72
14.5,15.0,13.5,14.0,93
14.5,15.0,14.0,14.5,108
14.5,15.0,14.5,15.0,113
14.5,15.0,15.0,15.5,117
14.5,15.0,15.5,16.0,79
14.5,15.0,16.0,16.5,109
14.5,15.0,16.5,17.0,72
14.5,15.0,17.0,17.5,69
14.5,15.0,17.5,18.0,47
14.5,15.0,18.0,18.5,53
14.5,15.0,18.5,19.0,34
14.5,15.0,19.0,19.5,26
14.5,15.0,19.5,20.0,17
14.5,15.0,20.0,20.5,26
14.5,15.0,20.5,21.0,21
14.5,15.0,21.0,21.5,15
14.5,15.0,21.5,22.0,12
14.5,15.0,22.0,22.5,16
14.5,15.0,22.5,23.0,9
14.5,15.0,23.0,23.5,7
14.5,15.0,23.5,24.0,16
14.5,15.0,24.0,24.5,17
14.5,15.0,24.5,25.0,1
14.5,15.0,25.0,25.5,2
14.5,15.0,25.5,26.0,1
14.5,15.0,26.0,26.5,3
14.5,15.0,26.5,27.0,3
14.5,15.0,27.0,27.5,4
14.5,15.0,27.5,28.0,2
14.5,15.0,28.0,28.5,1
14.5,15.0,28.5,29.0,1
14.5,15.0,29.0,29.5,1
14.5,15.0,29.5,30.0,1
14.5,15.0,30.5,31.0,1
14.5,15.0,31.0,31.5,2
14.5,15.0,32.0,32.5,1
14.5,15.0,33.5,34.0,2
14.5,15.0,35.5,36.0,1
15.0,15.5,6.0,6.5,1
15.0,15.5,7.0,7.5,1
15.0,15.5,9.0,9.5,3
15.0,15.5,9.5,10.0,3
15.0,15.5,10.0,10.5,1
15.0,15.5,10.5,11.0,4
15.0,15.5,11.0,11.5,10
15.0,15.5,11.5,12.0,4
15.0,15.5,12.0,12.5,28
15.0,15.5,12.5,13.0,27
15.0,15.5,13.0,13.5,44
15.0,15.5,13.5,14.0,58
15.0,15.5,14.0,14.5,109
15.0,15.5,14.5,15.0,115
15.0,15.5,15.0,15.5,126
15.0,15.5,15.5,16.0,94
15.0,15.5,16.0,16.5,109
15.0,15.5,16.5,17.0,60
15.0,15.5,17.0,17.5,77
15.0,15.5,17.5,18.0,65
15.0,15.5,18.0,18.5,56
15.0,15.5,18.5,19.0,40
15.0,15.5,19.0,19.5,32
15.0,15.5,19.5,20.0,32
15.0,15.5,20.0,20.5,24
15.0,15.5,20.5,21.0,24
15.0,15.5,21.0,21.5,15
15.0,15.5,21.5,22.0,15
15.0,15.5,22.0,22.5,14
15.0,15.5,22.5,23.0,10
15.0,15.5,23.0,23.5,14
15.0,15.5,23.5,24.0,7
15.0,15.5,24.0,24.5,20
15.0,15.5,24.5,25.0,2
15.0,15.5,25.0,25.5,4
15.0,15.5,25.5,26.0,4
15.0,15.5,26.0,26.5,1
15.0,15.5,27.0,27.5,3
15.0,15.5,27.5,28.0,1
15.0,15.5,28.0,28.5,2
15.0,15.5,28.5,29.0,3
15.0,15.5,30.0,30.5,2
15.0,15.5,30.5,31.0,2
15.0,15.5,32.0,32.5,1
15.0,15.5,32.5,33.0,1
15.0,15.5,33.5,34.0,1
15.0,15.5,35.5,36.0,2
15.0,15.5,36.0,36.5,1
15.0,15.5,39.5,40.0,1
15.5,16.0,8.0,8.5,1
15.5,16.0,9.5,10.0,1
15.5,16.0,11.0,11.5,1
15.5,16.0,11.5,12.0,4
15.5,16.0,12.0,12.5,8
15.5,16.0,12.5,13.0,14
15.5,16.0,13.0,13.5,28
15.5,16.0,13.5,14.0,44
15.5,16.0,14.0,14.5,52
15.5,16.0,14.5,15.0,70
15.5,16.0,15.0,15.5,79
15.5,16.0,15.5,16.0,78
15.5,16.0,16.0,16.5,101
15.5,16.0,16.5,17.0,73
15.5,16.0,17.0,17.5,60
15.5,16.0,17.5,18.0,49
15.5,16.0,18.0,18.5,55
15.5,16.0,18.5,19.0,39
15.5,16.0,19.0,19.5,29
15.5,16.0,19.5,20.0,19
15.5,16.0,20.0,20.5,23
15.5,16.0,20.5,21.0,17
15.5,16.0,21.0,21.5,14
15.5,16.0,21.5,22.0,9
15.5,16.0,22.0,22.5,13
15.5,16.0,22.5,23.0,6
15.5,16.0,23.0,23.5,4
15.5,16.0,23.5,24.0,8
15.5,16.0,24.0,24.5,1
15.5,16.0,24.5,25.0,2
15.5,16.0,25.0,25.5,7
15.5,16.0,25.5,26.0,1
15.5,16.0,26.0,26.5,9
15.5,16.0,26.5,27.0,4
15.5,16.0,27.0,27.5,4
15.5,16.0,27.5,28.0,1
15.5,16.0,28.0,28.5,1
15.5,16.0,28.5,29.0,2
15.5,16.0,29.5,30.0,1
15.5,16.0,30.0,30.5,2
15.5,16.0,30.5,31.0,1
15.5,16.0,34.5,35.0,1
15.5,16.0,38.0,38.5,1
16.0,16.5,6.5,7.0,1
16.0,16.5,9.5,10.0,4
16.0,16.5,10.0,10.5,2
16.0,16.5,11.0,11.5,2
16.0,16.5,11.5,12.0,5
16.0,16.5,12.0,12.5,19
16.0,16.5,12.5,13.0,21
16.0,16.5,13.0,13.5,24
16.0,16.5,13.5,14.0,36
16.0,16.5,14.0,14.5,48
16.0,16.5,14.5,15.0,68
16.0,16.5,15.0,15.5,96
16.0,16.5,15.5,16.0,90
16.0,16.5,16.0,16.5,137
16.0,16.5,16.5,17.0,88
16.0,16.5,17.0,17.5,104
16.0,16.5,17.5,18.0,79
16.0,16.5,18.0,18.5,68
16.0,16.5,18.5,19.0,48
16.0,16.5,19.0,19.5,42
16.0,16.5,19.5,20.0,34
16.0,16.5,20.0,20.5,32
16.0,16.5,20.5,21.0,33
16.0,16.5,21.0,21.5,30
16.0,16.5,21.5,22.0,21
16.0,16.5,22.0,22.5,25
16.0,16.5,22.5,23.0,10
16.0,16.5,23.0,23.5,8
16.0,16.5,23.5,24.0,16
16.0,16.5,24.0,24.5,22
16.0,16.5,24.5,25.0,2
16.0,16.5,25.0,25.5,3
16.0,16.5,25.5,26.0,7
16.0,16.5,26.0,26.5,4
16.0,16.5,26.5,27.0,8
16.0,16.5,27.0,27.5,3
16.0,16.5,27.5,28.0,4
16.0,16.5,28.0,28.5,4
16.0,16.5,28.5,29.0,8
16.0,16.5,29.0,29.5,1
16.0,16.5,29.5,30.0,1
16.0,16.5,30.0,30.5,2
16.0,16.5,30.5,31.0,3
16.0,16.5,31.0,31.5,2
16.0,16.5,31.5,32.0,2
16.0,16.5,32.0,32.5,3
16.0,16.5,33.5,34.0,2
16.0,16.5,34.0,34.5,1
16.0,16.5,35.5,36.0,2
16.0,16.5,37.0,37.5,1
16.0,16.5,39.5,40.0,1
16.5,17.0,10.0,10.5,4
16.5,17.0,10.5,11.0,5
16.5,17.0,11.0,11.5,1
16.5,17.0,11.5,12.0,3
16.5,17.0,12.0,12.5,2
16.5,17.0,12.5,13.0,4
16.5,17.0,13.0,13.5,6
16.5,17.0,13.5,14.0,11
16.5,17.0,14.0,14.5,29
16.5,17.0,14.5,15.0,44
16.5,17.0,15.0,15.5,62
16.5,17.0,15.5,16.0,58
16.5,17.0,16.0,16.5,83
16.5,17.0,16.5,17.0,72
16.5,17.0,17.0,17.5,70
16.5,17.0,17.5,18.0,64
16.5,17.0,18.0,18.5,46
16.5,17.0,18.5,19.0,56
16.5,17.0,19.0,19.5,48
16.5,17.0,19.5,20.0,36
16.5,17.0,20.0,20.5,35
16.5,17.0,20.5,21.0,16
16.5,17.0,21.0,21.5,17
16.5,17.0,21.5,22.0,16
16.5,17.0,22.0,22.5,16
16.5,17.0,22.5,23.0,4
16.5,17.0,23.0,23.5,9
16.5,17.0,23.5,24.0,13
16.5,17.0,24.0,24.5,14
16.5,17.0,24.5,25.0,2
16.5,17.0,25.0,25.5,4
16.5,17.0,25.5,26.0,4
16.5,17.0,26.0,26.5,5
16.5,17.0,26.5,27.0,3
16.5,17.0,27.0,27.5,4
16.5,17.0,27.5,28.0,1
16.5,17.0,28.0,28.5,6
16.5,17.0,28.5,29.0,3
16.5,17.0,29.0,29.5,1
16.5,17.0,29.5,30.0,1
16.5,17.0,30.5,31.0,1
17.0,17.5,8.5,9.0,1
17.0,17.5,9.0,9.5,1
17.0,17.5,9.5,10.0,3
17.0,17.5,10.0,10.5,2
17.0,17.5,10.5,11.0,1
17.0,17.5,11.0,11.5,1
17.0,17.5,11.5,12.0,2
17.0,17.5,12.0,12.5,4
17.0,17.5,12.5,13.0,6
17.0,17.5,13.0,13.5,7
17.0,17.5,13.5,14.0,10
17.0,17.5,14.0,14.5,21
17.0,17.5,14.5,15.0,31
17.0,17.5,15.0,15.5,39
17.0,17.5,15.5,16.0,31
17.0,17.5,16.0,16.5,70
17.0,17.5,16.5,17.0,66
17.0,17.5,17.0,17.5,80
17.0,17.5,17.5,18.0,63
17.0,17.5,18.0,18.5,62
17.0,17.5,18.5,19.0,61
17.0,17.5,19.0,19.5,31
17.0,17.5,19.5,20.0,36
17.0,17.5,20.0,20.5,30
17.0,17.5,20.5,21.0,20
17.0,17.5,21.0,21.5,22
17.0,17.5,21.5,22.0,11
17.0,17.5,22.0,22.5,19
17.0,17.5,22.5,23.0,8
17.0,17.5,23.0,23.5,7
17.0,17.5,23.5,24.0,6
17.0,17.5,24.0,24.5,31
17.0,17.5,24.5,25.0,5
17.0,17.5,25.0,25.5,3
17.0,17.5,25.5,26.0,2
17.0,17.5,26.0,26.5,4
17.0,17.5,26.5,27.0,1
17.0,17.5,27.0,27.5,5
17.0,17.5,27.5,28.0,1
17.0,17.5,28.0,28.5,1
17.0,17.5,28.5,29.0,1
17.0,17.5,29.0,29.5,2
17.0,17.5,30.0,30.5,3
17.0,17.5,31.0,31.5,1
17.0,17.5,32.0,32.5,1
17.0,17.5,38.0,38.5,1
17.5,18.0,11.5,12.0,2
17.5,18.0,12.0,12.5,2
17.5,18.0,12.5,13.0,4
17.5,18.0,13.0,13.5,3
17.5,18.0,13.5,14.0,5
17.5,18.0,14.0,14.5,6
17.5,18.0,14.5,15.0,16
17.5,18.0,15.0,15.5,26
17.5,18.0,15.5,16.0,24
17.5,18.0,16.0,16.5,45
17.5,18.0,16.5,17.0,55
17.5,18.0,17.0,17.5,64
17.5,18.0,17.5,18.0,53
17.5,18.0,18.0,18.5,55
17.5,18.0,18.5,19.0,36
17.5,18.0,19.0,19.5,29
17.5,18.0,19.5,20.0,25
17.5,18.0,20.0,20.5,35
17.5,18.0,20.5,21.0,24
17.5,18.0,21.0,21.5,18
17.5,18.0,21.5,22.0,19
17.5,18.0,22.0,22.5,10
17.5,18.0,22.5,23.0,12
17.5,18.0,23.0,23.5,3
17.5,18.0,23.5,24.0,6
17.5,18.0,24.0,24.5,10
17.5,18.0,24.5,25.0,3
17.5,18.0,25.0,25.5,6
17.5,18.0,25.5,26.0,2
17.5,18.0,26.0,26.5,3
17.5,18.0,26.5,27.0,5
17.5,18.0,27.0,27.5,7
17.5,18.0,28.0,28.5,1
17.5,18.0,28.5,29.0,2
17.5,18.0,29.5,30.0,1
17.5,18.0,30.0,30.5,1
17.5,18.0,30.5,31.0,1
17.5,18.0,31.5,32.0,1
17.5,18.0,32.0,32.5,1
17.5,18.0,34.0,34.5,1
17.5,18.0,34.5,35.0,1
18.0,18.5,9.0,9.5,1
18.0,18.5,9.5,10.0,1
18.0,18.5,10.0,10.5,2
18.0,18.5,10.5,11.0,1
18.0,18.5,11.0,11.5,1
18.0,18.5,11.5,12.0,2
18.0,18.5,12.0,12.5,4
18.0,18.5,12.5,13.0,1
18.0,18.5,13.0,13.5,5
18.0,18.5,13.5,14.0,6
18.0,18.5,14.0,14.5,10
18.0,18.5,14.5,15.0,5
18.0,18.5,15.0,15.5,18
18.0,18.5,15.5,16.0,14
18.0,18.5,16.0,16.5,42
18.0,18.5,16.5,17.0,55
18.0,18.5,17.0,17.5,60
18.0,18.5,17.5,18.0,53
18.0,18.5,18.0,18.5,53
18.0,18.5,18.5,19.0,71
18.0,18.5,19.0,19.5,57
18.0,18.5,19.5,20.0,29
18.0,18.5,20.0,20.5,35
18.0,18.5,20.5,21.0,36
18.0,18.5,21.0,21.5,35
18.0,18.5,21.5,22.0,26
18.0,18.5,22.0,22.5,31
18.0,18.5,22.5,23.0,10
18.0,18.5,23.0,23.5,10
18.0,18.5,23.5,24.0,13
18.0,18.5,24.0,24.5,16
18.0,18.5,24.5,25.0,7
18.0,18.5,25.0,25.5,3
18.0,18.5,25.5,26.0,4
18.0,18.5,26.0,26.5,6
18.0,18.5,26.5,27.0,1
18.0,18.5,27.0,27.5,2
18.0,18.5,28.0,28.5,2
18.0,18.5,28.5,29.0,1
18.0,18.5,29.0,29.5,1
18.0,18.5,29.5,30.0,1
18.0,18.5,30.0,30.5,1
