generator,grid,rep,size,member,recipe,n_cold,n_starts,ref_loglik,prefix_loglik,gap,miss,heldout,ref_heldout,heldout_change,n_heldout_trials,seconds_strong,seconds_pipeline,n_archived
M2H,"{""tau"": 0.0}",2,inner,M3V,+16 @0.25 (seed B),4,20,-7245.36925,-7245.36925,0.0,0,-2704.8041267298054,-2704.8041267298054,0.0,2352,8.9,0.5,84
M2H,"{""tau"": 0.0}",2,inner,M3L,cold only,4,4,-7407.153103,-7407.153104,1.0000003385357559e-06,0,-2742.9383320569996,-2742.938287741069,1.884180723159787e-08,2352,12.7,0.6,84
M2H,"{""tau"": 0.0}",2,inner,M3L,+8 @0.25,4,12,-7407.153103,-7407.153104,1.0000003385357559e-06,0,-2742.9383320569996,-2742.938287741069,1.884180723159787e-08,2352,12.7,0.6,84
M2H,"{""tau"": 0.0}",2,inner,M3L,+16 @0.25,4,20,-7407.153103,-7407.153104,1.0000003385357559e-06,0,-2742.9383320569996,-2742.938287741069,1.884180723159787e-08,2352,12.7,0.6,84
M2H,"{""tau"": 0.0}",2,inner,M3L,+32 @0.25,4,36,-7407.153103,-7407.153104,1.0000003385357559e-06,0,-2742.9383320569996,-2742.938287741069,1.884180723159787e-08,2352,12.7,0.6,84
M2H,"{""tau"": 0.0}",2,inner,M3L,+64 @0.25,4,68,-7407.153103,-7407.153104,1.0000003385357559e-06,0,-2742.9383320569996,-2742.938287741069,1.884180723159787e-08,2352,12.7,0.6,84
M2H,"{""tau"": 0.0}",2,inner,M3L,+8 @0.50,4,12,-7407.153103,-7407.153104,1.0000003385357559e-06,0,-2742.9383320569996,-2742.938287741069,1.884180723159787e-08,2352,12.7,0.6,84
M2H,"{""tau"": 0.0}",2,inner,M3L,+8 mixed,4,12,-7407.153103,-7407.153104,1.0000003385357559e-06,0,-2742.9383320569996,-2742.938287741069,1.884180723159787e-08,2352,12.7,0.6,84
M2H,"{""tau"": 0.0}",2,inner,M3L,+8 @0.25 (seed B),4,12,-7407.153103,-7407.153104,1.0000003385357559e-06,0,-2742.9383320569996,-2742.938287741069,1.884180723159787e-08,2352,12.7,0.6,84
M2H,"{""tau"": 0.0}",2,inner,M3L,+16 @0.50,4,20,-7407.153103,-7407.153103,0.0,0,-2742.938287741069,-2742.938287741069,0.0,2352,12.7,0.6,84
M2H,"{""tau"": 0.0}",2,inner,M3L,+16 mixed,4,20,-7407.153103,-7407.153104,1.0000003385357559e-06,0,-2742.9383320569996,-2742.938287741069,1.884180723159787e-08,2352,12.7,0.6,84
M2H,"{""tau"": 0.0}",2,inner,M3L,+16 @0.25 (seed B),4,20,-7407.153103,-7407.153104,1.0000003385357559e-06,0,-2742.9383320569996,-2742.938287741069,1.884180723159787e-08,2352,12.7,0.6,84
M2H,"{""tau"": 0.0}",3,outer,M2B,cold only,8,8,-9821.395987,-9821.395987,0.0,0,-2294.7756517703383,-2294.7756517703383,0.0,2016,2.8,0.3,88
M2H,"{""tau"": 0.0}",3,outer,M2B,+8 @0.25,8,16,-9821.395987,-9821.395987,0.0,0,-2294.7756517703383,-2294.7756517703383,0.0,2016,2.8,0.3,88
M2H,"{""tau"": 0.0}",3,outer,M2B,+16 @0.25,8,24,-9821.395987,-9821.395987,0.0,0,-2294.7756517703383,-2294.7756517703383,0.0,2016,2.8,0.3,88
M2H,"{""tau"": 0.0}",3,outer,M2B,+32 @0.25,8,40,-9821.395987,-9821.395987,0.0,0,-2294.7756517703383,-2294.7756517703383,0.0,2016,2.8,0.3,88
M2H,"{""tau"": 0.0}",3,outer,M2B,+64 @0.25,8,72,-9821.395987,-9821.395987,0.0,0,-2294.7756517703383,-2294.7756517703383,0.0,2016,2.8,0.3,88
M2H,"{""tau"": 0.0}",3,outer,M2B,+8 @0.50,8,16,-9821.395987,-9821.395987,0.0,0,-2294.7756517703383,-2294.7756517703383,0.0,2016,2.8,0.3,88
M2H,"{""tau"": 0.0}",3,outer,M2B,+8 mixed,8,16,-9821.395987,-9821.395987,0.0,0,-2294.7756517703383,-2294.7756517703383,0.0,2016,2.8,0.3,88
M2H,"{""tau"": 0.0}",3,outer,M2B,+8 @0.25 (seed B),8,16,-9821.395987,-9821.395987,0.0,0,-2294.7756517703383,-2294.7756517703383,0.0,2016,2.8,0.3,88
M2H,"{""tau"": 0.0}",3,outer,M2B,+16 @0.50,8,24,-9821.395987,-9821.395987,0.0,0,-2294.7756517703383,-2294.7756517703383,0.0,2016,2.8,0.3,88
M2H,"{""tau"": 0.0}",3,outer,M2B,+16 mixed,8,24,-9821.395987,-9821.395987,0.0,0,-2294.7756517703383,-2294.7756517703383,0.0,2016,2.8,0.3,88
M2H,"{""tau"": 0.0}",3,outer,M2B,+16 @0.25 (seed B),8,24,-9821.395987,-9821.395987,0.0,0,-2294.7756517703383,-2294.7756517703383,0.0,2016,2.8,0.3,88
M2H,"{""tau"": 0.0}",3,outer,M2H,cold only,8,8,-9821.36418,-9821.36418,0.0,0,-2294.8074500943603,-2294.8074500943603,0.0,2016,1043.3,93.9,88
M2H,"{""tau"": 0.0}",3,outer,M2H,+8 @0.25,8,16,-9821.36418,-9821.36418,0.0,0,-2294.8074500943603,-2294.8074500943603,0.0,2016,1043.3,93.9,88
M2H,"{""tau"": 0.0}",3,outer,M2H,+16 @0.25,8,24,-9821.36418,-9821.36418,0.0,0,-2294.8074500943603,-2294.8074500943603,0.0,2016,1043.3,93.9,88
M2H,"{""tau"": 0.0}",3,outer,M2H,+32 @0.25,8,40,-9821.36418,-9821.36418,0.0,0,-2294.8074500943603,-2294.8074500943603,0.0,2016,1043.3,93.9,88
M2H,"{""tau"": 0.0}",3,outer,M2H,+64 @0.25,8,72,-9821.36418,-9821.36418,0.0,0,-2294.8074500943603,-2294.8074500943603,0.0,2016,1043.3,93.9,88
M2H,"{""tau"": 0.0}",3,outer,M2H,+8 @0.50,8,16,-9821.36418,-9821.36418,0.0,0,-2294.8074500943603,-2294.8074500943603,0.0,2016,1043.3,93.9,88
M2H,"{""tau"": 0.0}",3,outer,M2H,+8 mixed,8,16,-9821.36418,-9821.36418,0.0,0,-2294.8074500943603,-2294.8074500943603,0.0,2016,1043.3,93.9,88
M2H,"{""tau"": 0.0}",3,outer,M2H,+8 @0.25 (seed B),8,16,-9821.36418,-9821.36418,0.0,0,-2294.8074500943603,-2294.8074500943603,0.0,2016,1043.3,93.9,88
M2H,"{""tau"": 0.0}",3,outer,M2H,+16 @0.50,8,24,-9821.36418,-9821.36418,0.0,0,-2294.8074500943603,-2294.8074500943603,0.0,2016,1043.3,93.9,88
M2H,"{""tau"": 0.0}",3,outer,M2H,+16 mixed,8,24,-9821.36418,-9821.36418,0.0,0,-2294.8074500943603,-2294.8074500943603,0.0,2016,1043.3,93.9,88
M2H,"{""tau"": 0.0}",3,outer,M2H,+16 @0.25 (seed B),8,24,-9821.36418,-9821.36418,0.0,0,-2294.8074500943603,-2294.8074500943603,0.0,2016,1043.3,93.9,88
M2H,"{""tau"": 0.0}",3,outer,M2S,cold only,8,8,-9820.959016,-9820.959016,0.0,0,-2294.696276797106,-2294.696276797106,0.0,2016,513.8,45.0,88
M2H,"{""tau"": 0.0}",3,outer,M2S,+8 @0.25,8,16,-9820.959016,-9820.959016,0.0,0,-2294.696276797106,-2294.696276797106,0.0,2016,513.8,45.0,88
M2H,"{""tau"": 0.0}",3,outer,M2S,+16 @0.25,8,24,-9820.959016,-9820.959016,0.0,0,-2294.696276797106,-2294.696276797106,0.0,2016,513.8,45.0,88
M2H,"{""tau"": 0.0}",3,outer,M2S,+32 @0.25,8,40,-9820.959016,-9820.959016,0.0,0,-2294.696276797106,-2294.696276797106,0.0,2016,513.8,45.0,88
M2H,"{""tau"": 0.0}",3,outer,M2S,+64 @0.25,8,72,-9820.959016,-9820.959016,0.0,0,-2294.696276797106,-2294.696276797106,0.0,2016,513.8,45.0,88
M2H,"{""tau"": 0.0}",3,outer,M2S,+8 @0.50,8,16,-9820.959016,-9820.959016,0.0,0,-2294.696276797106,-2294.696276797106,0.0,2016,513.8,45.0,88
M2H,"{""tau"": 0.0}",3,outer,M2S,+8 mixed,8,16,-9820.959016,-9820.959016,0.0,0,-2294.696276797106,-2294.696276797106,0.0,2016,513.8,45.0,88
M2H,"{""tau"": 0.0}",3,outer,M2S,+8 @0.25 (seed B),8,16,-9820.959016,-9820.959016,0.0,0,-2294.696276797106,-2294.696276797106,0.0,2016,513.8,45.0,88
M2H,"{""tau"": 0.0}",3,outer,M2S,+16 @0.50,8,24,-9820.959016,-9820.959016,0.0,0,-2294.696276797106,-2294.696276797106,0.0,2016,513.8,45.0,88
M2H,"{""tau"": 0.0}",3,outer,M2S,+16 mixed,8,24,-9820.959016,-9820.959016,0.0,0,-2294.696276797106,-2294.696276797106,0.0,2016,513.8,45.0,88
M2H,"{""tau"": 0.0}",3,outer,M2S,+16 @0.25 (seed B),8,24,-9820.959016,-9820.959016,0.0,0,-2294.696276797106,-2294.696276797106,0.0,2016,513.8,45.0,88
M2H,"{""tau"": 0.0}",3,outer,M2K,cold only,8,8,-9821.306602,-9821.306602,0.0,0,-2294.8602360432374,-2294.8602360432374,0.0,2016,15.1,1.4,88
M2H,"{""tau"": 0.0}",3,outer,M2K,+8 @0.25,8,16,-9821.306602,-9821.306602,0.0,0,-2294.8602360432374,-2294.8602360432374,0.0,2016,15.1,1.4,88
M2H,"{""tau"": 0.0}",3,outer,M2K,+16 @0.25,8,24,-9821.306602,-9821.306602,0.0,0,-2294.8602360432374,-2294.8602360432374,0.0,2016,15.1,1.4,88
M2H,"{""tau"": 0.0}",3,outer,M2K,+32 @0.25,8,40,-9821.306602,-9821.306602,0.0,0,-2294.8602360432374,-2294.8602360432374,0.0,2016,15.1,1.4,88
M2H,"{""tau"": 0.0}",3,outer,M2K,+64 @0.25,8,72,-9821.306602,-9821.306602,0.0,0,-2294.8602360432374,-2294.8602360432374,0.0,2016,15.1,1.4,88
M2H,"{""tau"": 0.0}",3,outer,M2K,+8 @0.50,8,16,-9821.306602,-9821.306602,0.0,0,-2294.8602360432374,-2294.8602360432374,0.0,2016,15.1,1.4,88
M2H,"{""tau"": 0.0}",3,outer,M2K,+8 mixed,8,16,-9821.306602,-9821.306602,0.0,0,-2294.8602360432374,-2294.8602360432374,0.0,2016,15.1,1.4,88
M2H,"{""tau"": 0.0}",3,outer,M2K,+8 @0.25 (seed B),8,16,-9821.306602,-9821.306602,0.0,0,-2294.8602360432374,-2294.8602360432374,0.0,2016,15.1,1.4,88
M2H,"{""tau"": 0.0}",3,outer,M2K,+16 @0.50,8,24,-9821.306602,-9821.306602,0.0,0,-2294.8602360432374,-2294.8602360432374,0.0,2016,15.1,1.4,88
M2H,"{""tau"": 0.0}",3,outer,M2K,+16 mixed,8,24,-9821.306602,-9821.306602,0.0,0,-2294.8602360432374,-2294.8602360432374,0.0,2016,15.1,1.4,88
M2H,"{""tau"": 0.0}",3,outer,M2K,+16 @0.25 (seed B),8,24,-9821.306602,-9821.306602,0.0,0,-2294.8602360432374,-2294.8602360432374,0.0,2016,15.1,1.4,88
M2H,"{""tau"": 0.0}",3,outer,M3,cold only,8,8,-10060.134892,-10060.135208,0.00031599999965692405,0,-2371.465148556183,-2371.4655779514696,-2.1299369373695848e-07,2016,27.2,2.6,88
M2H,"{""tau"": 0.0}",3,outer,M3,+8 @0.25,8,16,-10060.134892,-10060.135208,0.00031599999965692405,0,-2371.465148556183,-2371.4655779514696,-2.1299369373695848e-07,2016,27.2,2.6,88
M2H,"{""tau"": 0.0}",3,outer,M3,+16 @0.25,8,24,-10060.134892,-10060.134892,0.0,0,-2371.4655779514696,-2371.4655779514696,0.0,2016,27.2,2.6,88
M2H,"{""tau"": 0.0}",3,outer,M3,+32 @0.25,8,40,-10060.134892,-10060.134892,0.0,0,-2371.4655779514696,-2371.4655779514696,0.0,2016,27.2,2.6,88
M2H,"{""tau"": 0.0}",3,outer,M3,+64 @0.25,8,72,-10060.134892,-10060.134892,0.0,0,-2371.4655779514696,-2371.4655779514696,0.0,2016,27.2,2.6,88
M2H,"{""tau"": 0.0}",3,outer,M3,+8 @0.50,8,16,-10060.134892,-10060.135208,0.00031599999965692405,0,-2371.465148556183,-2371.4655779514696,-2.1299369373695848e-07,2016,27.2,2.6,88
M2H,"{""tau"": 0.0}",3,outer,M3,+8 mixed,8,16,-10060.134892,-10060.135208,0.00031599999965692405,0,-2371.465148556183,-2371.4655779514696,-2.1299369373695848e-07,2016,27.2,2.6,88
M2H,"{""tau"": 0.0}",3,outer,M3,+8 @0.25 (seed B),8,16,-10060.134892,-10060.135208,0.00031599999965692405,0,-2371.465148556183,-2371.4655779514696,-2.1299369373695848e-07,2016,27.2,2.6,88
M2H,"{""tau"": 0.0}",3,outer,M3,+16 @0.50,8,24,-10060.134892,-10060.135208,0.00031599999965692405,0,-2371.465148556183,-2371.4655779514696,-2.1299369373695848e-07,2016,27.2,2.6,88
M2H,"{""tau"": 0.0}",3,outer,M3,+16 mixed,8,24,-10060.134892,-10060.135208,0.00031599999965692405,0,-2371.465148556183,-2371.4655779514696,-2.1299369373695848e-07,2016,27.2,2.6,88
M2H,"{""tau"": 0.0}",3,outer,M3,+16 @0.25 (seed B),8,24,-10060.134892,-10060.135208,0.00031599999965692405,0,-2371.465148556183,-2371.4655779514696,-2.1299369373695848e-07,2016,27.2,2.6,88
M2H,"{""tau"": 0.0}",3,outer,M3H,cold only,8,8,-10114.488173,-10122.21774,7.729567000000316,1,-2383.861387264878,-2379.588962793926,0.0021192581701151023,2016,2568.7,267.8,88
M2H,"{""tau"": 0.0}",3,outer,M3H,+8 @0.25,8,16,-10114.488173,-10122.21774,7.729567000000316,1,-2383.861387264878,-2379.588962793926,0.0021192581701151023,2016,2568.7,267.8,88
M2H,"{""tau"": 0.0}",3,outer,M3H,+16 @0.25,8,24,-10114.488173,-10122.21774,7.729567000000316,1,-2383.861387264878,-2379.588962793926,0.0021192581701151023,2016,2568.7,267.8,88
M2H,"{""tau"": 0.0}",3,outer,M3H,+32 @0.25,8,40,-10114.488173,-10122.21774,7.729567000000316,1,-2383.861387264878,-2379.588962793926,0.0021192581701151023,2016,2568.7,267.8,88
M2H,"{""tau"": 0.0}",3,outer,M3H,+64 @0.25,8,72,-10114.488173,-10122.21774,7.729567000000316,1,-2383.861387264878,-2379.588962793926,0.0021192581701151023,2016,2568.7,267.8,88
M2H,"{""tau"": 0.0}",3,outer,M3H,+8 @0.50,8,16,-10114.488173,-10122.21774,7.729567000000316,1,-2383.861387264878,-2379.588962793926,0.0021192581701151023,2016,2568.7,267.8,88
M2H,"{""tau"": 0.0}",3,outer,M3H,+8 mixed,8,16,-10114.488173,-10122.21774,7.729567000000316,1,-2383.861387264878,-2379.588962793926,0.0021192581701151023,2016,2568.7,267.8,88
M2H,"{""tau"": 0.0}",3,outer,M3H,+8 @0.25 (seed B),8,16,-10114.488173,-10122.21774,7.729567000000316,1,-2383.861387264878,-2379.588962793926,0.0021192581701151023,2016,2568.7,267.8,88
M2H,"{""tau"": 0.0}",3,outer,M3H,+16 @0.50,8,24,-10114.488173,-10114.488173,0.0,0,-2379.588962793926,-2379.588962793926,0.0,2016,2568.7,267.8,88
M2H,"{""tau"": 0.0}",3,outer,M3H,+16 mixed,8,24,-10114.488173,-10122.21774,7.729567000000316,1,-2383.861387264878,-2379.588962793926,0.0021192581701151023,2016,2568.7,267.8,88
M2H,"{""tau"": 0.0}",3,outer,M3H,+16 @0.25 (seed B),8,24,-10114.488173,-10122.21774,7.729567000000316,1,-2383.861387264878,-2379.588962793926,0.0021192581701151023,2016,2568.7,267.8,88
M2H,"{""tau"": 0.0}",3,outer,M3V,cold only,8,8,-9929.781959,-9929.781959,0.0,0,-2321.1833510625643,-2321.1833510625643,0.0,2016,13.7,1.3,88
M2H,"{""tau"": 0.0}",3,outer,M3V,+8 @0.25,8,16,-9929.781959,-9929.781959,0.0,0,-2321.1833510625643,-2321.1833510625643,0.0,2016,13.7,1.3,88
M2H,"{""tau"": 0.0}",3,outer,M3V,+16 @0.25,8,24,-9929.781959,-9929.781959,0.0,0,-2321.1833510625643,-2321.1833510625643,0.0,2016,13.7,1.3,88
M2H,"{""tau"": 0.0}",3,outer,M3V,+32 @0.25,8,40,-9929.781959,-9929.781959,0.0,0,-2321.1833510625643,-2321.1833510625643,0.0,2016,13.7,1.3,88
M2H,"{""tau"": 0.0}",3,outer,M3V,+64 @0.25,8,72,-9929.781959,-9929.781959,0.0,0,-2321.1833510625643,-2321.1833510625643,0.0,2016,13.7,1.3,88
M2H,"{""tau"": 0.0}",3,outer,M3V,+8 @0.50,8,16,-9929.781959,-9929.781959,0.0,0,-2321.1833510625643,-2321.1833510625643,0.0,2016,13.7,1.3,88
M2H,"{""tau"": 0.0}",3,outer,M3V,+8 mixed,8,16,-9929.781959,-9929.781959,0.0,0,-2321.1833510625643,-2321.1833510625643,0.0,2016,13.7,1.3,88
M2H,"{""tau"": 0.0}",3,outer,M3V,+8 @0.25 (seed B),8,16,-9929.781959,-9929.781959,0.0,0,-2321.1833510625643,-2321.1833510625643,0.0,2016,13.7,1.3,88
M2H,"{""tau"": 0.0}",3,outer,M3V,+16 @0.50,8,24,-9929.781959,-9929.781959,0.0,0,-2321.1833510625643,-2321.1833510625643,0.0,2016,13.7,1.3,88
M2H,"{""tau"": 0.0}",3,outer,M3V,+16 mixed,8,24,-9929.781959,-9929.781959,0.0,0,-2321.1833510625643,-2321.1833510625643,0.0,2016,13.7,1.3,88
M2H,"{""tau"": 0.0}",3,outer,M3V,+16 @0.25 (seed B),8,24,-9929.781959,-9929.781959,0.0,0,-2321.1833510625643,-2321.1833510625643,0.0,2016,13.7,1.3,88
M2H,"{""tau"": 0.0}",3,outer,M3L,cold only,8,8,-10122.21774,-10122.217741,1.0000003385357559e-06,0,-2383.8598565059947,-2383.860655366623,-3.9626023238717667e-07,2016,17.5,1.8,88
M2H,"{""tau"": 0.0}",3,outer,M3L,+8 @0.25,8,16,-10122.21774,-10122.21774,0.0,0,-2383.860655366623,-2383.860655366623,0.0,2016,17.5,1.8,88
M2H,"{""tau"": 0.0}",3,outer,M3L,+16 @0.25,8,24,-10122.21774,-10122.21774,0.0,0,-2383.860655366623,-2383.860655366623,0.0,2016,17.5,1.8,88
M2H,"{""tau"": 0.0}",3,outer,M3L,+32 @0.25,8,40,-10122.21774,-10122.21774,0.0,0,-2383.860655366623,-2383.860655366623,0.0,2016,17.5,1.8,88
M2H,"{""tau"": 0.0}",3,outer,M3L,+64 @0.25,8,72,-10122.21774,-10122.21774,0.0,0,-2383.860655366623,-2383.860655366623,0.0,2016,17.5,1.8,88
M2H,"{""tau"": 0.0}",3,outer,M3L,+8 @0.50,8,16,-10122.21774,-10122.21774,0.0,0,-2383.8604450368844,-2383.860655366623,-1.0433022758943047e-07,2016,17.5,1.8,88
M2H,"{""tau"": 0.0}",3,outer,M3L,+8 mixed,8,16,-10122.21774,-10122.21774,0.0,0,-2383.8604450368844,-2383.860655366623,-1.0433022758943047e-07,2016,17.5,1.8,88
M2H,"{""tau"": 0.0}",3,outer,M3L,+8 @0.25 (seed B),8,16,-10122.21774,-10122.217741,1.0000003385357559e-06,0,-2383.8598565059947,-2383.860655366623,-3.9626023238717667e-07,2016,17.5,1.8,88
M2H,"{""tau"": 0.0}",3,outer,M3L,+16 @0.50,8,24,-10122.21774,-10122.21774,0.0,0,-2383.8604450368844,-2383.860655366623,-1.0433022758943047e-07,2016,17.5,1.8,88
M2H,"{""tau"": 0.0}",3,outer,M3L,+16 mixed,8,24,-10122.21774,-10122.21774,0.0,0,-2383.860655366623,-2383.860655366623,0.0,2016,17.5,1.8,88
M2H,"{""tau"": 0.0}",3,outer,M3L,+16 @0.25 (seed B),8,24,-10122.21774,-10122.217741,1.0000003385357559e-06,0,-2383.8598565059947,-2383.860655366623,-3.9626023238717667e-07,2016,17.5,1.8,88
M2H,"{""tau"": 0.0}",3,inner,M2B,cold only,4,4,-7171.495304,-7171.495304,0.0,0,-2652.2745211036295,-2652.2745211036295,0.0,2352,2.4,0.1,84
M2H,"{""tau"": 0.0}",3,inner,M2B,+8 @0.25,4,12,-7171.495304,-7171.495304,0.0,0,-2652.2745211036295,-2652.2745211036295,0.0,2352,2.4,0.1,84
M2H,"{""tau"": 0.0}",3,inner,M2B,+16 @0.25,4,20,-7171.495304,-7171.495304,0.0,0,-2652.2745211036295,-2652.2745211036295,0.0,2352,2.4,0.1,84
M2H,"{""tau"": 0.0}",3,inner,M2B,+32 @0.25,4,36,-7171.495304,-7171.495304,0.0,0,-2652.2745211036295,-2652.2745211036295,0.0,2352,2.4,0.1,84
M2H,"{""tau"": 0.0}",3,inner,M2B,+64 @0.25,4,68,-7171.495304,-7171.495304,0.0,0,-2652.2745211036295,-2652.2745211036295,0.0,2352,2.4,0.1,84
M2H,"{""tau"": 0.0}",3,inner,M2B,+8 @0.50,4,12,-7171.495304,-7171.495304,0.0,0,-2652.2745211036295,-2652.2745211036295,0.0,2352,2.4,0.1,84
M2H,"{""tau"": 0.0}",3,inner,M2B,+8 mixed,4,12,-7171.495304,-7171.495304,0.0,0,-2652.2745211036295,-2652.2745211036295,0.0,2352,2.4,0.1,84
M2H,"{""tau"": 0.0}",3,inner,M2B,+8 @0.25 (seed B),4,12,-7171.495304,-7171.495304,0.0,0,-2652.2745211036295,-2652.2745211036295,0.0,2352,2.4,0.1,84
M2H,"{""tau"": 0.0}",3,inner,M2B,+16 @0.50,4,20,-7171.495304,-7171.495304,0.0,0,-2652.2745211036295,-2652.2745211036295,0.0,2352,2.4,0.1,84
M2H,"{""tau"": 0.0}",3,inner,M2B,+16 mixed,4,20,-7171.495304,-7171.495304,0.0,0,-2652.2745211036295,-2652.2745211036295,0.0,2352,2.4,0.1,84
M2H,"{""tau"": 0.0}",3,inner,M2B,+16 @0.25 (seed B),4,20,-7171.495304,-7171.495304,0.0,0,-2652.2745211036295,-2652.2745211036295,0.0,2352,2.4,0.1,84
M2H,"{""tau"": 0.0}",3,inner,M2H,cold only,4,4,-7171.462769,-7171.462769,0.0,0,-2652.2644929271587,-2652.2644929271587,0.0,2352,597.1,30.4,84
M2H,"{""tau"": 0.0}",3,inner,M2H,+8 @0.25,4,12,-7171.462769,-7171.462769,0.0,0,-2652.2644929271587,-2652.2644929271587,0.0,2352,597.1,30.4,84
M2H,"{""tau"": 0.0}",3,inner,M2H,+16 @0.25,4,20,-7171.462769,-7171.462769,0.0,0,-2652.2644929271587,-2652.2644929271587,0.0,2352,597.1,30.4,84
M2H,"{""tau"": 0.0}",3,inner,M2H,+32 @0.25,4,36,-7171.462769,-7171.462769,0.0,0,-2652.2644929271587,-2652.2644929271587,0.0,2352,597.1,30.4,84
M2H,"{""tau"": 0.0}",3,inner,M2H,+64 @0.25,4,68,-7171.462769,-7171.462769,0.0,0,-2652.2644929271587,-2652.2644929271587,0.0,2352,597.1,30.4,84
M2H,"{""tau"": 0.0}",3,inner,M2H,+8 @0.50,4,12,-7171.462769,-7171.462769,0.0,0,-2652.2644929271587,-2652.2644929271587,0.0,2352,597.1,30.4,84
M2H,"{""tau"": 0.0}",3,inner,M2H,+8 mixed,4,12,-7171.462769,-7171.462769,0.0,0,-2652.2644929271587,-2652.2644929271587,0.0,2352,597.1,30.4,84
M2H,"{""tau"": 0.0}",3,inner,M2H,+8 @0.25 (seed B),4,12,-7171.462769,-7171.462769,0.0,0,-2652.2644929271587,-2652.2644929271587,0.0,2352,597.1,30.4,84
M2H,"{""tau"": 0.0}",3,inner,M2H,+16 @0.50,4,20,-7171.462769,-7171.462769,0.0,0,-2652.2644929271587,-2652.2644929271587,0.0,2352,597.1,30.4,84
M2H,"{""tau"": 0.0}",3,inner,M2H,+16 mixed,4,20,-7171.462769,-7171.462769,0.0,0,-2652.2644929271587,-2652.2644929271587,0.0,2352,597.1,30.4,84
M2H,"{""tau"": 0.0}",3,inner,M2H,+16 @0.25 (seed B),4,20,-7171.462769,-7171.462769,0.0,0,-2652.2644929271587,-2652.2644929271587,0.0,2352,597.1,30.4,84
M2H,"{""tau"": 0.0}",3,inner,M2S,cold only,4,4,-7171.01845,-7171.01845,0.0,0,-2652.282104124386,-2652.282104124386,0.0,2352,332.4,15.6,84
M2H,"{""tau"": 0.0}",3,inner,M2S,+8 @0.25,4,12,-7171.01845,-7171.01845,0.0,0,-2652.282104124386,-2652.282104124386,0.0,2352,332.4,15.6,84
M2H,"{""tau"": 0.0}",3,inner,M2S,+16 @0.25,4,20,-7171.01845,-7171.01845,0.0,0,-2652.282104124386,-2652.282104124386,0.0,2352,332.4,15.6,84
M2H,"{""tau"": 0.0}",3,inner,M2S,+32 @0.25,4,36,-7171.01845,-7171.01845,0.0,0,-2652.282104124386,-2652.282104124386,0.0,2352,332.4,15.6,84
M2H,"{""tau"": 0.0}",3,inner,M2S,+64 @0.25,4,68,-7171.01845,-7171.01845,0.0,0,-2652.282104124386,-2652.282104124386,0.0,2352,332.4,15.6,84
M2H,"{""tau"": 0.0}",3,inner,M2S,+8 @0.50,4,12,-7171.01845,-7171.01845,0.0,0,-2652.282104124386,-2652.282104124386,0.0,2352,332.4,15.6,84
M2H,"{""tau"": 0.0}",3,inner,M2S,+8 mixed,4,12,-7171.01845,-7171.01845,0.0,0,-2652.282104124386,-2652.282104124386,0.0,2352,332.4,15.6,84
M2H,"{""tau"": 0.0}",3,inner,M2S,+8 @0.25 (seed B),4,12,-7171.01845,-7171.01845,0.0,0,-2652.282104124386,-2652.282104124386,0.0,2352,332.4,15.6,84
M2H,"{""tau"": 0.0}",3,inner,M2S,+16 @0.50,4,20,-7171.01845,-7171.01845,0.0,0,-2652.282104124386,-2652.282104124386,0.0,2352,332.4,15.6,84
M2H,"{""tau"": 0.0}",3,inner,M2S,+16 mixed,4,20,-7171.01845,-7171.01845,0.0,0,-2652.282104124386,-2652.282104124386,0.0,2352,332.4,15.6,84
M2H,"{""tau"": 0.0}",3,inner,M2S,+16 @0.25 (seed B),4,20,-7171.01845,-7171.01845,0.0,0,-2652.282104124386,-2652.282104124386,0.0,2352,332.4,15.6,84
M2H,"{""tau"": 0.0}",3,inner,M2K,cold only,4,4,-7171.128698,-7171.128698,0.0,0,-2653.1413666681274,-2653.1413666681274,0.0,2352,10.9,0.5,84
M2H,"{""tau"": 0.0}",3,inner,M2K,+8 @0.25,4,12,-7171.128698,-7171.128698,0.0,0,-2653.1413666681274,-2653.1413666681274,0.0,2352,10.9,0.5,84
M2H,"{""tau"": 0.0}",3,inner,M2K,+16 @0.25,4,20,-7171.128698,-7171.128698,0.0,0,-2653.1413666681274,-2653.1413666681274,0.0,2352,10.9,0.5,84
M2H,"{""tau"": 0.0}",3,inner,M2K,+32 @0.25,4,36,-7171.128698,-7171.128698,0.0,0,-2653.1413666681274,-2653.1413666681274,0.0,2352,10.9,0.5,84
M2H,"{""tau"": 0.0}",3,inner,M2K,+64 @0.25,4,68,-7171.128698,-7171.128698,0.0,0,-2653.1413666681274,-2653.1413666681274,0.0,2352,10.9,0.5,84
M2H,"{""tau"": 0.0}",3,inner,M2K,+8 @0.50,4,12,-7171.128698,-7171.128698,0.0,0,-2653.1413666681274,-2653.1413666681274,0.0,2352,10.9,0.5,84
M2H,"{""tau"": 0.0}",3,inner,M2K,+8 mixed,4,12,-7171.128698,-7171.128698,0.0,0,-2653.1413666681274,-2653.1413666681274,0.0,2352,10.9,0.5,84
M2H,"{""tau"": 0.0}",3,inner,M2K,+8 @0.25 (seed B),4,12,-7171.128698,-7171.128698,0.0,0,-2653.1413666681274,-2653.1413666681274,0.0,2352,10.9,0.5,84
M2H,"{""tau"": 0.0}",3,inner,M2K,+16 @0.50,4,20,-7171.128698,-7171.128698,0.0,0,-2653.1413666681274,-2653.1413666681274,0.0,2352,10.9,0.5,84
